//Index	Name	Damage	Mana	BP	Dis	Delay	Ene	Cmd	Attr	Type	UseType	Brand	KillCnt	St1	St2	St3	DW	DK	FE	MG	DL	SUM	RF	STUnk1	STUnk2	STUnk3	STUnk4	STUnk5	STUnk6	STUnk7	STUnk8	STUnk9	STUnk10
1	"Poison"	30	12	42	0	6	0	100	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	2
2	"Meteorite"	21	21	12	0	6	0	100	0	4	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2
3	"Lightning"	13	17	15	0	6	0	100	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2
4	"Fire Ball"	5	8	3	0	6	0	100	0	3	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2
5	"Flame"	35	25	50	0	6	0	100	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2
6	"Teleport"	17	0	30	0	6	0	100	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
7	"Ice"	25	10	38	0	6	0	100	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	2	0	2
8	"Twister"	40	35	60	0	6	0	100	0	5	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2
9	"Evil Spirit"	50	45	90	0	6	0	100	0	-1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2
10	"Hellfire"	60	120	160	0	0	0	100	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2
11	"Power Wave"	9	14	5	0	6	0	100	0	-1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2
12	"Aqua Beam"	74	80	140	0	6	0	110	0	6	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2
13	"Cometfall"	80	70	150	0	3	0	150	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2
14	"Inferno"	88	100	200	0	0	0	200	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2
15	"Teleport Ally"	83	0	90	25	6	0	188	0	-1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
16	"Soul Barrier"	77	0	70	22	6	0	126	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
17	"Energy Ball"	2	3	1	0	6	0	0	0	-1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2
18	"Defense"	0	0	30	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0
19	"Falling Slash"	0	0	9	0	3	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1
20	"Lunge"	0	0	9	0	2	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1
21	"Uppercut"	0	0	8	0	2	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1
22	"Cyclone"	0	0	9	0	2	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1
23	"Slash"	0	0	10	0	2	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1
24	"Triple Shot"	0	0	5	0	6	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1
26	"Heal"	8	0	20	0	6	0	100	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	4
27	"Greater Defense"	13	0	30	0	6	0	100	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4
28	"Greater Damage"	18	0	40	0	6	0	100	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4
30	"Summon Goblin"	0	0	40	0	0	0	90	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
31	"Summon Stone Golem"	0	0	70	0	0	0	170	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
32	"Summon Elite Yeti"	0	0	160	0	0	0	230	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
33	"Summon Dark Knight"	0	0	200	0	0	0	250	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
34	"Summon Bali"	0	0	250	0	0	0	260	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
35	"Summon Soldier"	0	0	350	0	0	0	280	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
36	"Summon Satyros"	0	0	500	0	0	0	300	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
38	"Decay"	96	95	110	7	6	0	243	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	2
39	"Ice Storm"	93	80	100	5	6	0	223	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
40	"Nova"	100	0	180	45	6	0	258	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
41	"Twisting Slash"	0	0	10	10	2	0	0	0	5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
42	"Rageful Blow"	170	60	25	20	3	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
43	"Death Stab"	160	70	15	12	2	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
44	"Crescent Moon Slash"	0	90	22	15	4	0	0	0	-1	0	0	75	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
45	"Lance"	0	90	150	10	6	0	0	0	-1	0	0	75	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
46	"Starfall"	0	120	20	15	8	0	0	0	-1	0	0	75	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
47	"Impale"	28	15	8	0	3	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
48	"Swell Life"	120	0	22	24	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
49	"Fire Breath"	110	30	9	0	3	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
50	"Flame of Evil (Monster)"	60	120	160	0	0	0	100	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	"Ice Arrow"	0	105	10	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	1
52	"Penetration"	130	70	7	9	6	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
55	"Fire Slash"	0	80	15	20	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	1
56	"Power Slash"	0	0	15	0	5	0	100	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
57	"Spiral Slash"	0	75	20	15	5	0	0	0	-1	0	0	75	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
60	"Force"	0	10	10	0	4	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
61	"Fire Burst"	74	100	25	0	6	0	20	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
62	"Earthshake"	0	150	0	50	10	5000	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
63	"Summon"	98	0	70	30	0	10000	34	400	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
64	"Increase Critical Damage"	82	0	50	50	0	0	25	300	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
65	"Electric Spike"	92	250	0	100	10	5000	29	340	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
66	"Force Wave"	0	50	10	0	4	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
67	"Stun"	0	0	70	50	2	0	0	0	-1	0	1	0	4	0	0	1	1	1	1	1	1	1	0	0	0	2	0	0
68	"Cancel Stun"	0	0	25	30	0	0	0	0	-1	0	1	0	2	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0
69	"Swell Mana"	0	0	35	30	0	0	0	0	-1	0	1	0	4	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0
70	"Invisibility"	0	0	80	60	0	0	0	0	-1	0	1	0	5	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0
71	"Cancel Invisibility"	0	0	40	30	0	0	0	0	-1	0	1	0	2	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0
72	"Abolish Magic"	0	0	90	70	0	0	0	0	-1	0	1	0	8	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
73	"Mana Rays"	0	85	130	7	6	0	0	0	-1	0	0	75	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
74	"Fire Blast"	0	150	30	10	6	0	0	0	-1	0	0	75	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
76	"Plasma Storm"	110	60	50	20	6	1500	0	0	-1	0	0	0	0	0	0	0	2	2	2	1	1	2	1	0	0	0	0	0
77	"Infinity Arrow"	220	0	50	10	6	200	0	0	-1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
78	"Fire Scream"	102	130	45	10	6	0	32	70	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
