16
1	83	114	0	Spot
1	83	114	0	Spot
1	83	114	0	Spot
1	67	166	0	Spot
1	67	166	0	Spot
1	67	166	0	Spot
1	50	184	0	Spot
1	50	184	0	Spot
1	50	184	0	Spot
1	82	235	0	Spot
1	95	217	0	Spot
1	128	238	0	Spot
1	128	238	0	Spot
1	128	238	0	Spot
1	141	206	0	Spot
1	138	156	0	Spot
1	138	156	0	Spot
1	138	156	0	Spot
1	111	124	0	Spot
1	111	124	0	Spot
1	111	124	0	Spot
1	135	68	0	Spot
1	116	25	0	Spot
1	103	45	0	Spot
1	77	81	0	Spot
1	77	81	0	Spot
1	77	81	0	Spot
1	140	108	0	Spot
1	140	108	0	Spot
1	140	108	0	Spot
1	105	144	0	Spot
1	105	144	0	Spot
1	105	144	0	Spot
1	99	171	0	Spot
1	99	171	0	Spot
1	99	171	0	Spot
1	130	180	0	Spot
1	130	180	0	Spot
1	130	180	0	Spot
1	81	192	0	Spot
1	81	192	0	Spot
1	81	192	0	Spot
1	73	215	0	Spot
1	73	215	0	Spot
1	73	215	0	Spot
1	37	162	0	Spot
1	37	162	0	Spot
1	37	162	0	Spot
1	154	175	0	Spot
1	162	207	0	Spot
1	143	228	0	Spot
1	104	238	0	Spot
1	117	199	0	Spot
1	117	178	0	Spot
1	162	88	0	Spot
1	187	68	0	Spot
1	201	104	0	Spot
1	217	111	0	Spot
1	238	109	0	Spot
1	243	89	0	Spot
1	219	38	0	Spot
1	241	51	0	Spot
1	241	69	0	Spot
1	243	24	0	Spot
1	229	9	0	Spot
1	188	39	0	Spot
1	176	14	0	Spot
1	198	14	0	Spot
1	146	45	0	Spot
1	151	29	0	Spot
1	146	10	0	Spot
1	122	88	0	Spot
1	84	45	0	Spot
1	45	51	0	Spot
1	45	31	0	Spot
1	55	13	0	Spot
1	18	23	0	Spot
1	26	42	0	Spot
1	62	72	0	Spot
1	41	87	0	Spot
1	31	62	0	Spot
1	154	133	0	Spot
1	188	142	0	Spot
1	188	142	0	Spot
1	188	142	0	Spot
1	185	164	0	Spot
1	185	164	0	Spot
1	185	164	0	Spot
1	203	119	0	Spot
1	229	164	0	Spot
1	235	128	0	Spot
1	237	186	0	Spot
1	237	218	0	Spot
1	185	220	0	Spot
1	185	220	0	Spot
1	185	220	0	Spot
0	0	0	0		
0	0	0	0		
0	0	0	0		
0	0	0	0		
